Timestamp,What is your current year of study?,Which school/faculty are you in?,What is your gender?,Where do you currently live?,Do you currently have a part-time job?,"On average, how much money do you receive per month from parents/guardians? (THB)",How much scholarship money do you receive per month? (THB),How much do you earn from part-time work per month? (THB),What is your total monthly income/available money? (THB),"How often do you receive money from parents/guardians?
",Do you have a personal savings or emergency fund for unexpected expenses?,"Do you have any other regular financial obligations or responsibilities (e.g., sending money to family or supporting dependents)?","Do you have any monthly debt or loan repayments (e.g., student loans, personal loans, credit card payments)?","Do you have any monthly debt or loan repayments (e.g., student loans, personal loans, credit card payments)?",Approximately how much do you save per month? (Enter amount in THB and enter 0 if not applicable.),Approximately how much do you pay toward debt or loan repayments per month? (Enter amount in THB and enter 0 if not applicable.),How much do you spend on accommodation/rent per month? (THB),How much do you spend on food and drinks per month? (THB),How much do you spend on transportation per month? (THB),How much do you spend on study-related expenses per month? (THB),How much do you spend on other expenses per month? (THB),What is your total monthly spending? (THB),How often do you track your spending?,Do you usually set a monthly budget?,"In the past month, did you face any unexpected/emergency expense?","If yes, about how much was the emergency expense? (THB)",Did you run out of money before the end of the month?,"If yes, how many days before month-end did your money become insufficient?"
3/23/2026 16:42:28,1st year,School of Liberal Arts,Female,On-campus dormitory,No,"2,000-4,000",-,--,"3,500-4,000",Monthly,Yes,No,No,,-,-,"2,000","2,000",500,-,"1,500","2,000-3,000",Weekly,Yes,No,,Yes,One week
3/23/2026 16:42:47,1st year,School of Liberal Arts,Other,On-campus dormitory,No,12000-15000,12000-15000,0,15000,Monthly,Yes,No,Yes,,1000-2000,0,1000,6000,1500,1000,3000,12500,Daily,No,No,,Yes,10
3/23/2026 18:12:21,1st year,School of Liberal Arts,Female,On-campus dormitory,No,"1,000","3,000",0,"3,000-4,000",Monthly,No,No,No,,200-300,0,"1,000","3,000",200,200,200,"3,000",Weekly,No,Yes,"5,000",Yes,10
3/23/2026 18:12:24,1st year,School of Liberal Arts,Male,On-campus dormitory,Yes,None,No,10000,10000,Irregular / When needed,No,Yes,No,,0,0,1500,5000,2000,2000,2000,0,Weekly,Yes,Yes,0,Yes,5
3/23/2026 18:13:02,1st year,School of Liberal Arts,Female,On-campus dormitory,No,7000,500,0,7500,Monthly,No,No,No,,0,0,1000,4000,500,200,800,5500,Weekly,No,No,10000,No,10000
3/23/2026 18:13:19,1st year,School of Liberal Arts,Prefer not to say,On-campus dormitory,Yes,6000,-,1200,7200,Not applicable,Yes,Yes,Yes,,300,0,1000,3000,0,1000,500,5500,Daily,Yes,No,-,No,
3/23/2026 18:13:51,1st year,School of Liberal Arts,Male,On-campus dormitory,No,6000,-,-,-,Monthly,Yes,Yes,No,,-,-,-,Around 4000,-,-,1000,5000-5500,Daily,Yes,No,-,No,-
3/23/2026 18:13:57,1st year,School of Liberal Arts,Female,On-campus dormitory,No,6000,0,0,0,Weekly,Yes,No,Yes,,1000,0,1000,5000,0,1000,0,7000,Weekly,Yes,No,No,No,No
3/23/2026 18:14:18,1st year,School of Liberal Arts,Male,Off-campus housing,No,5000,-,-,-,Monthly,Yes,No,No,,2000,0,2900,3000,2000,0,600,3700,Never,Yes,No,1200,Yes,3 days
3/23/2026 18:14:46,1st year,School of Liberal Arts,Female,On-campus dormitory,No,5000 baht,0,0,5000 baht,Irregular / When needed,No,No,No,,0,0,300baht,4000baht,200,500,500,5000,Weekly,No,No,10000,No,10000
3/23/2026 18:15:05,1st year,School of Liberal Arts,Female,On-campus dormitory,No,"7,000",0,0,7500,Monthly,Yes,No,Yes,,500,More than 200,0,4000,0,300,1000,7000,Never,Yes,Yes,More than 800,Yes,2-3 days
3/23/2026 18:15:41,1st year,School of Liberal Arts,Female,Off-campus housing,Yes,None,3000,2000,5000,Not applicable,Yes,No,Yes,,200,3000,2500,3000,200,100,3000,Around5000,Occasionally,Yes,Yes,500,Yes,4 days
3/23/2026 18:16:21,1st year,School of Liberal Arts,Female,On-campus dormitory,No,"6,000฿",0,0,"6,000",Every two weeks,No,No,No,,500,0,"2,000","3,000",0,0,"1,500","5,500",Occasionally,Yes,No,-,Yes,1-2
3/23/2026 18:17:14,1st year,School of Liberal Arts,Female,On-campus dormitory,No,6000-7000THB,0,0,6000-7000,Every two weeks,Yes,No,No,,1000-1500THB,0,0,4500,500,500,500-1000,6000-6500,Occasionally,No,No,,No,
3/23/2026 18:17:46,1st year,School of Liberal Arts,Male,On-campus dormitory,No,3000 thb per month ,1200 per month ,-,5000 thb,Weekly,No,No,Yes,,200-300 ,1200,1200,3000,300,500,500,5000,Weekly,Yes,No,-,No,-
3/23/2026 18:18:44,1st year,School of Liberal Arts,Male,On-campus dormitory,No,"9,000 - 15,000",-,-,"4,000 - 6,000",Irregular / When needed,Yes,No,Yes,,"4,500 - 6,000","1,200 + ( dentist ) 100-300 internet, application ",0,"1,000 - 1,500",80,0,"2,000 - 3,000","4,000 +",Daily,Yes,No,-,No,-
3/23/2026 18:19:38,1st year,School of Liberal Arts,Female,On-campus dormitory,No,6000,0,0,6000,Monthly,Yes,Yes,No,,0,1000,0,5000,100-500,100-500,1000,6000,Weekly,Yes,Yes,200-500,Yes,10
3/24/2026 14:17:30,2nd year,School of Applied Digital Technology,Female,On-campus dormitory,No,3500,3000,0,6500,Monthly,No,No,No,,0,0,4000,4500,0,0,1000,5500,Occasionally,Yes,Yes,500,Yes,7
3/25/2026 12:43:58,2nd year,School of Liberal Arts,Other,Other,Yes,"6,800",-,"10,037","16,837",Weekly,Yes,No,No,,"1,000",-,"3,500 - 3,600","2,500 - 3,000",240 THB,300 - 400,"9,597","7,240",Daily,Yes,No,-,No,-
3/25/2026 21:06:47,1st year,School of Applied Digital Technology,Male,On-campus dormitory,Yes,"2,000",-,"4,400","1,000",Weekly,No,No,Yes,,0,"1,000","2,500","3,600",0,0,0,"5,000",Weekly,Yes,Yes,"1,000",No,-
3/25/2026 22:04:32,2nd year,School of Health Science,Male,On-campus dormitory,No,9000,-,-,3000,Monthly,Yes,No,No,,4000,0,1000,3000,500,500,500,4500,Never,No,No,1000,No,-
3/26/2026 15:06:47,1st year,School of Health Science,Female,On-campus dormitory,No,4000,None,None,4000,Monthly,Yes,No,No,,,,1000,2500,60,300,1100,4000,Daily,Yes,No,,No,
3/26/2026 15:06:49,1st year,School of Health Science,Female,On-campus dormitory,No,4000,0,0,4000,Monthly,No,No,No,,0,0,0,3500,500,0,0,4000,Never,No,No,,No,
3/26/2026 15:07:08,1st year,School of Health Science,Male,On-campus dormitory,No,4600,0,0,4600,Monthly,No,No,No,,500,0,0,2500,0,500,1000,4000,Occasionally,Yes,Yes,500,No,
3/26/2026 15:07:21,1st year,School of Health Science,Female,On-campus dormitory,No,3000,-,-,-,Irregular / When needed,No,No,No,,-,-,3000,2500,-,-,500,3000,Occasionally,Yes,No,-,Yes,-
3/26/2026 15:08:04,1st year,School of Health Science,Female,On-campus dormitory,No,2000,9000,0,11000,,Yes,No,No,,1000,0,1000,4000,300,500,2000-2500,6000-7000,Weekly,Yes,No,0,No,0
3/26/2026 15:09:23,1st year,School of Health Science,Male,On-campus dormitory,No,6000 บาท,1500,0,6000,Monthly,No,No,Yes,,500,1500,1000,6000,400,300,500,6000,Daily,No,Yes,500,Yes,1-2 day
3/26/2026 15:09:51,1st year,School of Health Science,Female,On-campus dormitory,Yes,"5,000",-,"2,500","7,500",Monthly,Yes,No,No,,"1,500",-,1000,4000,500,-,1000,6500,Weekly,Yes,No,,No,
3/26/2026 15:10:09,1st year,School of Health Science,Female,On-campus dormitory,No,"7,000/month","3,000",-,-,Weekly,Yes,No,No,,0,0,-,"5,000",100/week,0,"5,000","10,000",Occasionally,Yes,No,"1,000",No,
3/26/2026 15:10:20,1st year,School of Health Science,Female,On-campus dormitory,No,4500,1500,0,6000,Irregular / When needed,No,No,No,,0,0,1000,3500,100,100,1000,5000-5500,Weekly,Yes,Yes,,Yes,4-5 days
3/26/2026 15:10:26,1st year,School of Health Science,Male,Off-campus housing,Yes,"300,000",None,1000- 3000baht,"60,000",Irregular / When needed,Yes,No,No,,0,0,6000,"10,000",3200,200,"10,000","10,000",Never,No,No,No,No,No
3/26/2026 15:10:35,1st year,School of Health Science,Female,On-campus dormitory,No,5000-6000,-,-,5000-6000,Every two weeks,No,No,No,,0,-,1000,4000,1000,300-500,100-300,5000-6000,Occasionally,Yes,Yes,200-500,Yes,1-2
3/26/2026 15:11:06,1st year,School of Health Science,Male,On-campus dormitory,No,20000,-,-,250,Monthly,No,No,No,,0,0,-,12000-15000,500,500,4000,20000,Never,No,No,0,Yes,10
3/26/2026 15:11:19,1st year,School of Health Science,Female,On-campus dormitory,No,4000,2900,-,4500,Monthly,Yes,No,No,,500,-,1000,3000,200,200,500,4500,Occasionally,Yes,No,-,No,-
3/26/2026 15:11:34,1st year,School of Health Science,Female,On-campus dormitory,No,6500,-,-,6500,Monthly,Yes,No,No,,500,0,1000,"3,500",300,200,0,"5,500",Occasionally,Yes,Yes,0,No,-
3/26/2026 15:12:08,1st year,School of Health Science,Male,On-campus dormitory,No,"6,000-7000 THB",No,No,From parents ,Weekly,Yes,Yes,No,,1000,No,4000 per term,"3,000",1000,500,2000,600-7500,Daily,Yes,Yes,100-500,Yes,1-10
3/26/2026 15:12:27,1st year,School of Health Science,Female,On-campus dormitory,No,3500,-,Not have,600,Weekly,No,No,No,,100,0,4000/1 term ,2500-3000,500,500,500,3,Daily,Yes,Yes,500,Yes,-
3/26/2026 15:12:39,1st year,School of Health Science,Female,On-campus dormitory,No,8000,No,No,8000,Monthly,Yes,No,No,,500,,No,6000-7000,No,500,2000,7000,Daily,Yes,Yes,Travel expenses back to the provinces. ,No,
3/26/2026 15:15:08,1st year,School of Health Science,Female,On-campus dormitory,No,"3,000",-,-,"3,000",Monthly,Yes,No,No,,900,0,"1,200","2,000",0,200,"1,000","3,000",Weekly,Yes,Yes,300,Yes,7
3/26/2026 15:15:51,1st year,School of Health Science,Female,On-campus dormitory,No,9000 THB,-,-,-,Monthly,Yes,No,No,,2000-3000,0,-,3000-4000,300,-,2000,5000,Weekly,No,No,-,No,-
3/26/2026 15:20:01,1st year,School of Health Science,Female,On-campus dormitory,No,5000,none,none,5000,Monthly,Yes,No,Yes,,100,0,1000,3500,500,200,700,4900,Weekly,Yes,No,,Yes,3
3/26/2026 15:27:59,2nd year,School of Applied Digital Technology,Male,Off-campus housing,Yes,2500,0,360,3000,Monthly,Yes,No,No,,0,0,1555.55,700,300,0,0,3000,Occasionally,Yes,No,,Yes,5
3/26/2026 16:32:58,2nd year,School of Integrative Medicine,Female,On-campus dormitory,No,8000,-,-,8000,Weekly,Yes,No,No,,500,0,0,4000,0,0,2000,6000,Weekly,Yes,Yes,1000,Yes,1-2days
3/26/2026 16:33:24,1st year,School of Nursing,Male,On-campus dormitory,No,3000,3000,0,6000,Every two weeks,Yes,No,No,,1000,0,1750,2000,400,200,300,2000,Occasionally,Yes,No,,No,
3/26/2026 16:33:35,3rd year,School of Law,Male,Other,No,30000,200000,10000,15000,Monthly,No,No,No,,20000,5000,10000,15000,10000,10000,15000,10000,Weekly,Yes,Yes,5000,No,3
3/26/2026 16:34:19,2nd year,School of Integrative Medicine,Female,Off-campus housing,No,6000,0,0,500,Monthly,Yes,No,No,,500,0,2000,3500,100,0,0,5500,Occasionally,Yes,Yes,3000,Yes,3
3/26/2026 16:34:56,3rd year,School of Liberal Arts,Female,On-campus dormitory,No,"10,000",0,0,"10,000",Monthly,Yes,No,Yes,,3000,200,0,6000,150,50,800,6000-7000,Daily,Yes,Yes,500,No,-
3/26/2026 16:36:15,2nd year,School of Management,Male,On-campus dormitory,No,3000,-,-,-,Monthly,No,No,Yes,,0,200-400,-,3000,-,-,-,3000,Weekly,Yes,No,-,Yes,-
3/26/2026 16:37:17,2nd year,School of Applied Digital Technology,Male,Off-campus housing,No,5000,0,0,0,Monthly,Yes,No,No,,500,0,1550,1500,500,500,1000,5000,Occasionally,Yes,Yes,1000,Yes,10
3/26/2026 16:38:42,1st year,School of Health Science,Female,On-campus dormitory,No,8000,Don’t have ,Don’t have ,Don’t have ,Weekly,Yes,No,No,,0,0,5000,8000,400,"12,500",8000,8000,Weekly,Yes,No,3000,Yes,3
3/26/2026 16:40:29,1st year,School of Social Innovation,Female,On-campus dormitory,No,"10,000 bath",-,-,"10,000 bath",Monthly,Yes,No,Yes,,2000 bath,1500 per month ,"15,000 per semester ",4000 bath,300 bath,200 bath,200 bath,7000 bath,Daily,Yes,No,,No,
3/26/2026 16:41:11,1st year,School of Management,Female,On-campus dormitory,No,4500,-,-,5500,Monthly,Yes,Yes,No,,1000,-,0,3000,200,0,500,3700,Occasionally,Yes,No,,No,
3/26/2026 16:42:38,4th year,School of Applied Digital Technology,Female,With family/relatives,No,15000,-,-,15000,Weekly,No,No,No,,0,0,0,0,0,0,0,0,Weekly,No,No,0,Yes,25
3/26/2026 16:42:41,3rd year,School of Liberal Arts,Female,On-campus dormitory,No,"5,600",-,-,-,Weekly,Yes,No,No,,300,-,"1,400","3,500",0,0,"1,500","5,000",Daily,No,No,-,No,-
3/26/2026 16:42:54,2nd year,School of Law,Female,On-campus dormitory,No,"6,000",-,-,"6,000",Monthly,Yes,No,No,,"9,000",-,"3,000",120,100,-,200,"3,500",Occasionally,Yes,No,-,No,-
3/26/2026 16:46:40,1st year,School of Applied Digital Technology,Male,Off-campus housing,No,6000,0,1000,7000,Monthly,No,No,No,,200,0,3000,4000,400,2000,3000,7000,Occasionally,Yes,No,,Yes,7
3/26/2026 16:47:05,3rd year,School of Law,Male,On-campus dormitory,No,5000,3000,0,8000,Weekly,Yes,No,Yes,,0,1000,1000,5000,400,500,0,7000,Weekly,Yes,Yes,300,Yes,7
3/26/2026 16:48:11,1st year,School of Applied Digital Technology,Male,On-campus dormitory,No,6000,None,None ,None,Monthly,Yes,No,No,,500,0,1000,4000,200,500,500,6000,Occasionally,No,No,No,No,No
3/26/2026 16:48:16,3rd year,School of Law,Male,Off-campus housing,No,6000,No,No,6000,Every two weeks,Yes,No,Yes,,1000,300,3300,4500,400,No,No,About 4500-5000,Weekly,Yes,No,,No,
3/26/2026 16:48:16,1st year,School of Applied Digital Technology,Male,On-campus dormitory,No,6000,None,None,6000,Monthly,Yes,Yes,No,,None,0,2500,6000,Around 500,around 500,1000,Around 7000,Daily,Yes,Yes,around 2000,Yes,depends on month
3/26/2026 16:48:44,3rd year,School of Sinology,Female,On-campus dormitory,No,"5,000-7,000 THN","25,000THB",-,,Monthly,No,Yes,No,,,,"3,000","4,000-5,500",300,"Maybe 200-1,600",-,,Occasionally,No,No,,Yes,
3/26/2026 16:49:36,3rd year,School of Sinology,Female,Off-campus housing,No,"Around 15,000 baht",-,-,-,Monthly,No,No,No,,0,0,"6,000","6,000",600,-,"1,000","Around 13,000",Weekly,No,No,,No,
3/26/2026 16:49:40,3rd year,School of Sinology,Female,On-campus dormitory,No,5000,0,0,0,Weekly,No,No,No,,500,0,3750,3000,10000,0,0,4000,Occasionally,No,Yes,,Yes,5-7
3/26/2026 16:49:51,3rd year,School of Applied Digital Technology,Female,Off-campus housing,No,"6,000",-,-,500,Weekly,Yes,No,No,,0,0,"2,900","2,000",200,-,500,"6,000",Weekly,No,No,,No,
3/26/2026 16:50:45,3rd year,School of Applied Digital Technology,Female,Off-campus housing,No,"8,000",-,-,1000,Weekly,No,No,No,,0,0,"5,000","25,000",200,0,"1,000","6,500",Weekly,Yes,No,-,No,-
3/26/2026 16:51:11,3rd year,School of Sinology,Female,Off-campus housing,No,"4,000",0,0,0,Weekly,No,No,No,,"1,000","1,000","3,500","3,000",400,0,0,"4,000",Daily,Yes,No,,No,
3/26/2026 16:51:36,3rd year,School of Management,Female,Off-campus housing,No,"15,000",0,0,"15,000",Monthly,Yes,No,No,,1000,0,"4,000","7,000","2,000",0,"2,000","13,000",Occasionally,Yes,Yes,"2,000",Yes,7
3/26/2026 16:51:43,3rd year,School of Nursing,Female,Off-campus housing,No,"15,000",.,.,"15,000",Monthly,Yes,No,No,,0,0,"5,000","6,000",200,1000,"2,800","15,000",Occasionally,No,No,,Yes,5 days
3/26/2026 16:51:45,2nd year,School of Management,Female,With family/relatives,No,"5,000",-,-,"5,000",Monthly,Yes,No,No,,0,0,"3,500","2,000","2,000",0,"1,000","5,000+",Never,No,Yes,-,No,-
3/26/2026 16:51:49,3rd year,School of Applied Digital Technology,Female,Off-campus housing,Yes,7200,-,"3,000-4,000","10,000",Weekly,No,No,Yes,,-,"3,000","3,000","5,000-6,000","1,200",-,"500-1,000","Maybe 10,000",Occasionally,No,Yes,"Maybe 1,000",No,
3/26/2026 16:52:20,2nd year,School of Nursing,Female,Off-campus housing,No,"4,000",-,-,"4,000",Weekly,No,No,No,,500,0,"4,000",500,"1,000",500,"2,000","4,000",Weekly,Yes,Yes,Shirt model,No,
3/26/2026 16:52:21,1st year,School of Liberal Arts,Male,On-campus dormitory,Yes,4000,Non,Depend on my time ,Not stable ,Monthly,Yes,No,Yes,,500 bath ,300 bath ,200,3000,100,Non ,Non,3300,Weekly,Yes,Yes,600 bath ,Yes,5 days before oftenly 
3/26/2026 16:52:29,2nd year,School of Management,Female,With family/relatives,No,4000,3000,0,500,Weekly,Yes,No,Yes,,500,0,0,1500,2000,0,1000,4500,Occasionally,Yes,Yes,100,No,
3/26/2026 16:52:35,3rd year,School of Management,Female,Off-campus housing,No,20000,-,-,7000,Monthly,Yes,No,No,,5000,-,4000,5000,500,0,3000,Maybe 8500,Never,Yes,No,-,No,-
3/26/2026 16:52:51,2nd year,School of Nursing,Female,On-campus dormitory,No,5000,0,0,5000,Weekly,No,Yes,No,,500,0,1000,3500,300,200,1000,5500,Weekly,Yes,Yes,200,No,
3/26/2026 16:52:55,4th year,School of Management,Female,Other,No,6000,No,No,No,Monthly,No,Yes,No,,,,3300,2000,500,1000,Nothing ,6000,Occasionally,No,No,,No,
3/26/2026 16:53:03,4th year,School of Management,Female,On-campus dormitory,Yes,"6,000",No,"Around 1,000 THB","7,000 approximately ",Monthly,No,No,No,,300 THB,0 THB,"1,500 THB","Approximately 5,000 THB",Around 200 THB,Around 500 THB,Around 1000 and more THB,"Around 7,000 ",Daily,Yes,Yes,Medical Expense(It didn’t cover my insurance),Yes,Around 1 week before 
3/26/2026 16:53:09,2nd year,School of Nursing,Female,On-campus dormitory,No,7000,-,-,7000,Monthly,Yes,No,No,,2000,-,5000,3000,1000,500,1000,5000,Daily,Yes,Yes,My mom was broke,No,
3/26/2026 16:53:12,1st year,School of Law,Female,On-campus dormitory,Yes,"6,000",No,Depending on my diligence ,6000,Monthly,Yes,No,No,,1000 to 1500,1000,1000,1000-1500,100-150,100,500,3250,Weekly,Yes,Yes,1000-1500,Yes,Before a week 
3/26/2026 16:53:19,3rd year,School of Medicine,Male,Off-campus housing,No,12500,0,0,12500,Monthly,No,No,No,,0,0,2950,8000,700,0,850,12500,Never,No,Yes,700,Yes,5
3/26/2026 16:53:34,3rd year,School of Liberal Arts,Male,Off-campus housing,Yes,4000,3000,2000+,9000+,Weekly,Yes,Yes,Yes,,300,1000+,4000+,2000+,500,None,500,7000,Never,No,Yes,400+,Yes,Around 2 or 3 days
3/26/2026 16:53:39,3rd year,School of Management,Female,Off-campus housing,No,"10,000","5,000",0,"15,000",Weekly,Yes,No,No,,"5,000",0,"7,000","5,000",200,200,"5,000","15,000",Occasionally,No,No,,Yes,1-2
3/26/2026 16:53:47,2nd year,School of Nursing,Female,Off-campus housing,No,8000,3000,-,11000,Monthly,No,Yes,No,,100,,3000,Can not count ,1000,-,-,11000,Daily,No,Yes,,Yes,
3/26/2026 16:53:52,2nd year,School of Nursing,Female,Off-campus housing,No,"8,000 THB per month ",-,-,-,Weekly,Yes,No,No,,500 THB,-,"7,000 THB","6,200 THB",-,500 THB,"1,000 THB","8,000-9,000 THB",Daily,Yes,No,,Yes,2-3 days
3/26/2026 16:53:53,2nd year,School of Management,Female,Off-campus housing,No,6000,-,-,-,Monthly,Yes,No,No,,0,0,4000,5000,500,0,1000,10500,Occasionally,Yes,No,0,No,-
3/26/2026 16:54:07,3rd year,School of Agro-Industry,Female,On-campus dormitory,No,15000,-,-,2000,Monthly,Yes,No,No,,0,0,5000,5000,200,200,3000,13400,Never,No,No,500,No,-
3/26/2026 16:54:16,5th year or above (including 6th year or more),School of Sinology,Female,Off-campus housing,No,"9,000",-,-,-,Monthly,Yes,No,No,,1000,-,4000,6000,500,500,1000,9000,Weekly,No,Yes,2000,Yes,It depends on the month.
3/26/2026 16:54:40,4th year,School of Nursing,Female,Off-campus housing,No,"6,000",-,-,"5,000",Every two weeks,Yes,No,No,,500,0,"3,500","4,000",200,200,200,"4,600",Weekly,Yes,No,-,No,
3/26/2026 16:54:44,3rd year,School of Management,Female,On-campus dormitory,No,5000,3000,-,5000,Monthly,Yes,Yes,Yes,,0,0,4000,1500,200,100,0,5000,Weekly,Yes,Yes,0,Yes,7
3/26/2026 16:55:17,3rd year,School of Nursing,Female,On-campus dormitory,No,"15,000",-,-,"15,000",Monthly,No,No,No,,0,0,"5,200","5,000",200,500,"1,000","15,000",Daily,Yes,No,,Yes,4-5 days
3/26/2026 16:55:58,3rd year,School of Liberal Arts,Female,Off-campus housing,Yes,6000,3000,2000,11000,Monthly,Yes,No,Yes,,1000,500-700,Around 3500,3000,500,200,Around 1000,Around 10000,Daily,Yes,Yes,300,Yes,5 days 
3/26/2026 16:57:29,3rd year,School of Liberal Arts,Female,On-campus dormitory,No,6000,3000,-,9000,Irregular / When needed,Yes,No,No,,"3,000",0,"5,000/semester","4,000",0,O,"2,000","6,000",Daily,No,No,0,No,0
3/26/2026 16:57:32,3rd year,School of Liberal Arts,Female,Off-campus housing,No,"Around 13,000 THB",-,-,"13,000",Every two weeks,No,No,Yes,,0,Around 1500-1800 THB,"3,500-3,700 THB","Around 5,500 THB",300 THB,100 THB,400 THB,"12,000-13,000 THB",Weekly,Yes,No,,Yes,5-7 days
3/26/2026 16:57:47,5th year or above (including 6th year or more),School of Liberal Arts,Female,On-campus dormitory,No,6000,-,-,0,Monthly,No,No,Yes,,0,1500-2000,3900,3500,400,0,2500,"Approximately 10,000",Daily,No,No,,Yes,10-15 days
3/26/2026 16:58:07,4th year,School of Nursing,Female,Off-campus housing,No,11000,0,0,,Monthly,Yes,No,No,,5000,0,3500,5000,200,200,500,,Occasionally,Yes,No,,No,
3/26/2026 16:58:30,2nd year,School of Social Innovation,Female,On-campus dormitory,No,7000 per month ,Not scholarship ,Don’t have part time job,No,Irregular / When needed,No,No,No,,500,Nothing ,2500 per month ,5000,No ,800,2000,7000 or 7500,Weekly,No,No,No,Yes,7days
3/26/2026 16:58:44,2nd year,School of Liberal Arts,Other,On-campus dormitory,No,8000,-,-,8000,Weekly,No,No,No,,,,8000,5000,1400,1600,1000,-,Never,Yes,Yes,,Yes,
3/26/2026 16:58:57,2nd year,School of Liberal Arts,Female,On-campus dormitory,No,"5,000",-,-,"5,000",Monthly,Yes,No,Yes,,"1,500","1,000","2,000","4,000",500,-,200,"5,000",Daily,Yes,Yes,"1,000",Yes,4days
3/26/2026 16:58:59,1st year,School of Management,Female,On-campus dormitory,No,5000THB,Not Have ,Not Have ,Not have ,Monthly,Yes,No,No,,1000THB,150 THB,1000,3300,300,200,200,4000,Weekly,Yes,No,,No,
3/26/2026 16:59:15,2nd year,School of Social Innovation,Female,Off-campus housing,No,8000,No,No,8000 from my parents,Irregular / When needed,Yes,No,No,,O,0,2700,3000,1000,100,700,7000,Weekly,Yes,No,-,No,I ask my parents to send money if I become insufficient. Can’t predict the days. 
3/26/2026 16:59:23,2nd year,School of Liberal Arts,Other,On-campus dormitory,No,"8,000",None,None,"8,000",Monthly,Yes,No,No,,No,No,"3,900","6,000",500,1000,1000,"10,000",Occasionally,Yes,No,,Yes,"12,000"
3/26/2026 16:59:27,2nd year,School of Liberal Arts,Female,On-campus dormitory,No,8000,-,-,8000,Weekly,Yes,No,Yes,,500-1000,0,3750,7000,0,0,0,7000-8000,Daily,Yes,No,0,No,0
3/26/2026 16:59:52,3rd year,School of Liberal Arts,Female,Off-campus housing,Yes,"12,000/m",Nope,"At least 2,000 per month ","15,000 - 20,000",Monthly,No,Yes,Yes,,I can’t not save any money 😭,"3,000","At least 4,000","4,000-6,000","1,000",Approximately 300,"Approximately 2,000","Approximately 16,000-20,000",Occasionally,Yes,Yes,"3,000",Yes,Half month 
3/26/2026 16:59:56,2nd year,School of Liberal Arts,Female,On-campus dormitory,No,Around 10000,0,0,6000,Weekly,No,No,No,,500,0,10000 per semester ,Around 150-200 per day,Around 100 per week,0,4000,Around 10000,Never,No,No,,No,
3/26/2026 16:59:58,2nd year,School of Science,Female,Off-campus housing,No,7000,1000,0,8000,Monthly,No,No,Yes,,0,500,3000,5000,2000,0,500,I don’t know exactly ,Occasionally,Yes,No,0,Yes,"Around 5 days, I guess"
3/26/2026 17:01:29,1st year,School of Applied Digital Technology,Female,On-campus dormitory,No,6000 per month ,28000,0,0,Weekly,Yes,No,No,,0,0,3500,5000,0,1000,3000,6000,Occasionally,Yes,Yes,3000,Yes,5
3/26/2026 17:01:56,2nd year,School of Liberal Arts,Female,On-campus dormitory,No,"9,000",-,-,No work only begging momey,Weekly,No,No,Yes,,0,0,3500,6500,0,0,A lot,10000,Never,No,Yes,a lot,Yes,15
3/26/2026 17:02:07,1st year,School of Applied Digital Technology,Female,On-campus dormitory,No,6000 THB,-,-,7000 THB,Weekly,Yes,No,Yes,,2000THB,-,3500,2000,1000,1000,1000,8500,Daily,Yes,Yes,1000,Yes,-
3/26/2026 17:02:40,1st year,School of Applied Digital Technology,Female,On-campus dormitory,No,12000,-,-,12000,Monthly,No,No,No,,0,0,5000,8000,500,500,2000,17000,Weekly,Yes,Yes,2000,Yes,7 day
3/26/2026 17:03:16,4th year,School of Management,Male,Off-campus housing,No,10000,-,-,10000,Monthly,Yes,Yes,Yes,,3000,2000,5000,6000,2000,-,2000,15000,Weekly,Yes,Yes,3000,No,-
3/26/2026 17:03:36,1st year,School of Law,Female,On-campus dormitory,No,3000,30000per year ,0,5000,Weekly,Yes,Yes,No,,4000,0,1000,2000,0,500,1500,5000,Occasionally,Yes,Yes,2000,Yes,No
3/26/2026 17:03:41,1st year,School of Law,Female,On-campus dormitory,No,"5,500",0,0,"5,500",Monthly,No,No,No,,0,0,0,0,0,0,0,0,Never,No,No,0,No,
3/26/2026 17:03:41,1st year,School of Applied Digital Technology,Female,On-campus dormitory,No,"7,000 THB",No,No,7000 THB,Weekly,Yes,No,No,,500 TBH,0,"3,500","5,000",500,200,"7,000","7,000",Weekly,Yes,Yes,No,Yes,Yes
3/26/2026 17:03:53,1st year,School of Law,Female,On-campus dormitory,No,4200,0,0,4200,Weekly,No,No,No,,0,0,2000,2000,100,0,0,4100,Weekly,Yes,Yes,,No,
3/26/2026 17:03:55,1st year,School of Law,Female,On-campus dormitory,No,1200,0,0,4800,Weekly,No,No,No,,0,0,2000,1000,100,0,0,0,Weekly,Yes,Yes,.,No,
3/26/2026 17:04:00,1st year,School of Law,Female,On-campus dormitory,No,"7,200฿",0,0,0,Monthly,Yes,Yes,Yes,,0,0,"7,500","2,000","2,000",1000,1000,"10,000",Occasionally,No,No,1000,Yes,5days
3/26/2026 17:04:08,3rd year,School of Management,Female,Off-campus housing,No,12000,Not have scholarships ,-,-,Weekly,Yes,No,Yes,,0,5000,4000,3000,500,0,P,10000,Never,No,Yes,Barber shop of my mom is close,No,
3/26/2026 17:04:41,4th year,School of Science,Male,Off-campus housing,No,6000,0,0,11000,Monthly,No,No,No,,500,0,4800,4000,0,500,1000,5500 ish,Never,Yes,No,,No,
